"first","last","seasons","games","AB","runs","hits","doubles","triples","HR","RBI","BB","SO","BA","OBP","SP","AP","BR","ABRuns","Runs.Created","SB","CS","Stolen.Base.Runs","Fielding.Average","Fielding.Runs","Primary.Position.Played","Total.Player.Rating","Hall.Fame.Membership"
"DON","MINCHER",13,1400,4026,530,1003,176,16,200,643,606,568,0.249,0.351,0.45,127,144,147,644,142,69,5,0.99,2,"1",6.4,"not a member"
"MINNIE","MINOSO",17,1835,6579,1136,1963,336,83,186,1023,814,513,0.298,0.391,0.459,130,299,298,1204,114,31,9,0.974,60,"O",25.8,"not a member"
"DALE","MITCHELL",11,1127,3984,555,1244,169,61,41,403,346,58,0.312,0.368,0.416,114,54,71,622,255,85,8,0.985,-32,"O",-1.8,"not a member"
"GEORGE","MITTERWALD",11,887,2645,251,623,93,7,76,301,222,530,0.236,0.298,0.362,80,-61,-77,275,44,44,27,0.987,40,"C",-1.8,"not a member"
"JOHNNY","MIZE",15,1884,6443,1118,2011,367,83,359,1337,856,469,0.312,0.397,0.562,157,520,505,1502,172,3,NA,0.992,-14,"1",37.7,"selected by members"
"RICK","MONDAY",19,1986,6136,950,1619,248,64,241,775,924,121,0.264,0.362,0.443,124,220,210,1020,346,133,19,0.979,-46,"O",6.9,"not a member"
"DON","MONEY",16,1720,6215,798,1623,302,36,176,729,600,674,0.261,0.33,0.406,106,38,48,847,324,90,28,0.968,-9,"3",4.6,"not a member"
"WILLIE","MONTANEZ",14,1632,5843,645,1604,279,25,139,802,465,618,0.275,0.331,0.402,101,16,4,744,195,80,9,0.992,8,"1",-9.9,"not a member"
"BOB","MONTGOMERY",10,387,1185,125,306,50,8,23,156,64,243,0.258,0.3,0.372,83,-19,-29,129,293,53,33,0.983,-19,"C",-3.9,"not a member"
"WALLY","MOON",12,1457,4843,737,1399,212,60,142,661,644,519,0.289,0.374,0.445,117,142,130,810,333,108,7,0.978,-50,"O",-0.4,"not a member"
"CHARLIE","MOORE",15,1334,4033,456,1052,187,43,36,408,346,429,0.261,0.321,0.355,89,-70,-58,447,272,96,12,0.98,9,"C",-5,"not a member"
"GENE","MOORE",14,1042,3543,497,958,179,53,58,436,317,366,0.27,0.333,0.4,105,7,21,489,189,4,NA,0.975,32,"O",0.3,"not a member"
"EDDIE","MOORE",10,748,2474,360,706,108,26,13,257,272,62,0.285,0.359,0.366,89,-37,-35,338,275,37,NA,0.956,-29,"2",-4.8,"not a member"
"JOHNNY","MOORE",10,846,3013,439,926,155,26,73,452,195,153,0.307,0.352,0.449,109,62,38,492,135,NA,NA,0.97,-7,"O",-0.5,"not a member"
"JO-JO","MOORE",12,1335,5427,809,1615,258,53,79,513,348,223,0.298,0.344,0.408,105,29,32,795,258,NA,NA,0.975,-14,"O",-4.2,"not a member"
"RANDY","MOORE",10,749,2253,258,627,110,17,27,308,158,667,0.278,0.326,0.378,95,-35,-19,283,15,3,NA,0.969,-15,"O",-5.4,"not a member"
"TERRY","MOORE",11,1298,4700,719,1318,263,28,80,513,406,339,0.28,0.34,0.399,98,11,-16,656,326,NA,NA,0.985,83,"O",1.5,"not a member"
"JOSE","MORALES",12,733,1305,126,375,68,6,26,207,89,161,0.287,0.336,0.408,102,8,3,164,2,77,13,0.981,2,"D",-0.2,"not a member"
"JERRY","MORALES",15,1441,4528,516,1173,199,36,95,570,366,499,0.259,0.316,0.382,91,-49,-63,520,223,96,17,0.983,2,"O",-13.6,"not a member"
"PAT","MORAN",14,818,2634,198,618,102,24,18,262,142,331,0.235,0.283,0.312,78,-73,-76,259,281,NA,NA,0.976,35,"C",3.2,"not a member"
"KEITH","MORELAND",12,1306,4581,511,1279,214,14,121,674,405,463,0.279,0.339,0.411,103,45,19,616,172,70,4,0.979,-52,"O",-7.7,"not a member"
"OMAR","MORENO",12,1382,4992,699,1257,171,87,37,386,387,683,0.252,0.308,0.343,79,-137,-147,553,265,49,57,0.982,59,"O",-10.2,"not a member"
"JOE","MORGAN",22,2649,9277,1650,2517,449,96,268,1133,1865,12,0.271,0.395,0.427,133,438,470,1804,306,42,36,0.981,-205,"2",55.7,"Select by writers"
"GEORGE","MORIARTY",13,1076,3671,372,920,147,32,5,376,234,517,0.251,0.303,0.312,84,-63,-78,424,149,41,NA,0.931,5,"3",-5.8,"not a member"
"JOHN","MORRILL",15,1265,4912,821,1275,239,80,43,643,358,558,0.26,0.31,0.367,112,69,71,599,295,NA,NA,0.971,22,"1",1.3,"not a member"
"JIM","MORRISON",12,1089,3375,371,876,170,16,112,435,213,466,0.26,0.308,0.419,98,-16,-17,424,269,74,28,0.949,1,"3",-1.6,"not a member"
"LLOYD","MOSEBY",12,1588,5815,869,1494,273,66,169,737,616,46,0.257,0.334,0.414,102,40,16,836,173,134,51,0.984,28,"O",2.3,"not a member"
"JOHN","MOSES",11,769,1723,247,438,69,17,11,145,143,205,0.254,0.315,0.333,75,-51,-59,183,6,96,25,0.99,-86,"O",-16.5,"not a member"
"WALLY","MOSES",17,2012,7356,1124,2138,435,110,89,679,821,417,0.291,0.364,0.416,109,81,94,1179,80,123,59,0.973,51,"O",6.1,"not a member"
"LES","MOSS",13,824,2234,210,552,75,4,63,276,282,289,0.247,0.333,0.369,86,-37,-45,280,3,88,22,0.978,-42,"C",-5.8,"not a member"
"JOHNNY","MOSTIL",10,972,3507,618,1054,209,82,23,376,415,307,0.301,0.386,0.427,113,63,76,595,82,11,NA,0.971,72,"O",7.3,"not a member"
"MANNY","MOTA",20,1536,3779,496,1149,125,52,31,438,289,294,0.304,0.358,0.389,112,53,64,517,269,80,3,0.979,-57,"O",-4.9,"not a member"
"MIKE","MOWREY",13,1276,4291,485,1099,183,54,7,461,469,271,0.256,0.334,0.329,97,-12,-8,546,72,NA,NA,0.944,-12,"3",0.7,"not a member"
"HEINIE","MUELLER",11,693,2118,296,597,87,37,22,272,168,113,0.282,0.342,0.389,94,-23,-20,287,223,48,NA,0.96,-11,"O",-6.8,"not a member"
"DON","MUELLER",12,1245,4364,499,1292,139,37,65,520,167,111,0.296,0.324,0.39,89,-72,-74,538,15,121,NA,0.982,-38,"O",-16.2,"not a member"
"RAY","MUELLER",14,985,2911,281,733,123,23,56,373,250,296,0.252,0.314,0.368,91,-54,-41,337,44,2,NA,0.988,21,"C",3.3,"not a member"
"PAT","MULLIN",10,864,2493,381,676,106,43,87,385,330,285,0.271,0.358,0.453,115,58,48,426,108,62,3,0.97,-14,"O",-0.7,"not a member"
"RANCE","MULLINIKS",16,1325,3569,445,972,226,17,73,435,460,492,0.272,0.357,0.407,107,54,43,526,54,23,22,0.961,-67,"3",-1.7,"not a member"
"JOE","MULVEY",12,987,4063,598,1059,157,70,29,532,134,232,0.261,0.287,0.355,86,-74,-88,478,51,NA,NA,0.871,-48,"3",-10.2,"not a member"
"JERRY","MUMPHREY",15,1585,4993,660,1442,217,55,70,575,478,583,0.289,0.351,0.396,109,50,60,702,80,122,59,0.981,-18,"O",-0.2,"not a member"
"THURMAN","MUNSON",11,1423,5344,696,1558,229,32,113,701,438,502,0.292,0.35,0.41,117,97,116,735,264,89,9,0.982,-2,"C",15.1,"not a member"
"BOBBY","MURCER",17,1908,6730,972,1862,285,45,252,1043,862,662,0.277,0.361,0.445,124,226,222,1103,30,116,28,0.981,-26,"O",12.2,"not a member"
"DANNY","MURPHY",16,1496,5399,705,1563,289,102,44,702,335,215,0.289,0.336,0.405,124,155,142,823,101,NA,NA,0.953,-24,"2",11.5,"not a member"
"DWAYNE","MURPHY",12,1360,4347,648,1069,139,20,166,609,747,710,0.246,0.359,0.402,116,72,109,659,5,101,28,0.987,102,"O",16,"not a member"
"MORGAN","MURPHY",11,566,1967,247,443,56,12,10,227,157,212,0.225,0.287,0.281,55,-121,-124,185,276,NA,NA,0.936,2,"C",-6.4,"not a member"
"EDDIE","MURRAY",16,2444,9124,1343,2646,462,32,414,1562,1147,64,0.29,0.37,0.484,137,427,457,1632,336,73,64,0.993,62,"1",37.5,"not a member"
"RED","MURRAY",11,1264,4334,555,1170,168,96,37,579,299,176,0.27,0.323,0.379,108,29,30,627,196,121,NA,0.95,-6,"O",-2.8,"not a member"
"IVAN","MURRELL",10,564,1306,126,308,41,15,33,123,44,313,0.236,0.266,0.366,77,-51,-44,120,108,30,13,0.965,11,"O",-5.3,"not a member"
"STAN","MUSIAL",22,3026,10972,1949,3630,725,177,475,1951,1599,588,0.331,0.418,0.559,157,983,930,2625,321,68,NA,0.984,-53,"O",71.7,"Select by writers"
"GLENN","MYATT",16,1004,2678,346,722,137,37,38,387,248,177,0.27,0.334,0.391,85,-56,-65,362,86,48,NA,0.974,-78,"C",-10.3,"not a member"
"BUDDY","MYER",17,1923,7038,1174,2131,353,130,38,850,965,392,0.303,0.389,0.406,108,89,115,1158,61,13,12,0.974,-103,"2",9.8,"not a member"
"HY","MYERS",14,1310,4910,555,1380,179,100,32,559,195,329,0.281,0.312,0.378,95,-34,-41,587,12,95,NA,0.972,39,"O",-9.5,"not a member"
"HAL","NARAGON",10,424,985,83,262,27,11,6,87,76,538,0.266,0.323,0.334,77,-29,-31,109,3,3,1,0.991,-29,"C",-4.9,"not a member"
"BILLY","NASH",15,1549,5849,1072,1606,266,87,60,977,803,351,0.275,0.366,0.381,105,98,50,942,163,NA,NA,0.897,75,"3",14.6,"not a member"
"TOM","NEEDHAM",11,523,1491,113,311,50,10,8,117,109,444,0.209,0.274,0.272,67,-61,-59,122,108,NA,NA,0.962,6,"C",-1.4,"not a member"
"DAVE","NELSON",10,813,2578,340,630,77,19,20,211,220,358,0.244,0.307,0.312,81,-70,-61,259,94,114,37,0.976,-31,"2",-5.9,"not a member"
"GRAIG","NETTLES",22,2700,8986,1193,2225,328,28,390,1314,1088,61,0.248,0.332,0.421,110,115,118,1264,195,73,5,0.961,132,"3",21.5,"not a member"
"SKEETER","NEWSOME",12,1128,3716,381,910,164,15,9,292,246,176,0.245,0.293,0.304,62,-206,-202,338,304,72,NA,0.959,78,"S",-5.3,"not a member"
"BILL","NICHOLSON",16,1677,5546,837,1484,272,60,235,948,800,657,0.268,0.365,0.465,133,221,238,1005,167,3,NA,0.979,17,"O",18.4,"not a member"
"HUGH","NICOL",10,888,3465,631,813,91,29,5,135,337,681,0.235,0.307,0.282,80,-58,-79,437,230,NA,NA,0.912,49,"O",-3.9,"not a member"
"BOB","NIEMAN",12,1113,3452,455,1018,180,32,125,544,435,461,0.295,0.375,0.474,132,142,150,605,4,66,8,0.975,-8,"O",8.4,"not a member"
"RUSS","NIXON",12,906,2504,215,670,115,19,27,266,154,253,0.268,0.313,0.361,84,-49,-54,266,2,110,25,0.988,-85,"C",-11.7,"not a member"
"JOE","NOLAN",11,621,1454,156,382,66,10,27,178,164,162,0.263,0.34,0.378,95,-1,-7,190,308,121,22,0.984,-37,"C",-3.4,"not a member"
"IRV","NOREN",11,1093,3119,443,857,157,35,65,453,335,322,0.275,0.349,0.41,106,12,22,464,207,59,25,0.984,10,"O",-0.9,"not a member"
"BILLY","NORTH",11,1169,3900,640,1016,120,31,20,230,627,566,0.261,0.366,0.323,99,7,25,524,235,42,46,0.981,53,"O",5.6,"not a member"
"RON","NORTHEY",12,1084,3172,385,874,172,28,108,513,361,271,0.276,0.352,0.45,124,90,94,517,308,2,NA,0.972,-38,"O",1.5,"not a member"
"JIM","NORTHRUP",12,1392,4692,603,1254,218,42,153,610,449,547,0.267,0.335,0.429,115,104,89,659,234,75,4,0.981,-58,"O",-4.5,"not a member"
"LES","NUNAMAKER",12,716,1990,194,533,75,30,2,216,176,119,0.268,0.332,0.339,95,-11,-12,234,218,23,NA,0.972,-6,"C",2.7,"not a member"
"JOHNNY","OATES",11,593,1637,146,410,56,2,14,126,141,116,0.25,0.311,0.313,73,-53,-60,158,15,51,29,0.987,16,"C",-3.6,"not a member"
"KEN","OBERKFELL",16,1602,4874,558,1354,237,44,29,446,546,327,0.278,0.353,0.362,97,9,-6,636,297,85,3,0.965,-5,"3",-2.1,"not a member"
"DANNY","O'CONNELL",10,1143,4035,527,1049,181,35,39,320,431,361,0.26,0.335,0.351,84,-96,-81,496,264,57,NA,0.98,67,"2",4.2,"not a member"
"JACK","O'CONNOR",21,1451,5380,713,1417,201,66,19,671,301,122,0.263,0.307,0.336,81,-137,-149,664,125,NA,NA,0.917,-3,"C",-8.8,"not a member"
"KEN","O'DEA",12,832,2195,262,560,101,20,40,323,273,226,0.255,0.338,0.374,95,-5,-12,292,183,NA,NA,0.983,26,"C",4.7,"not a member"
"LEFTY","O'DOUL",11,970,3264,624,1140,175,41,113,542,333,63,0.349,0.413,0.532,142,217,208,730,218,2,NA,0.964,-33,"O",12.1,"not a member"
"RON","OESTER",13,1276,4214,458,1118,190,33,42,344,369,579,0.265,0.325,0.356,87,-56,-73,474,239,61,25,0.98,-14,"2",-3.9,"not a member"
"BOB","O'FARRELL",21,1492,4101,517,1120,201,58,51,549,547,373,0.273,0.36,0.388,97,4,-2,604,212,110,NA,0.976,-10,"C",6.2,"not a member"
"ROWLAND","OFFICE",11,899,2413,259,626,101,11,32,242,189,284,0.259,0.317,0.35,79,-50,-70,264,167,66,3,0.985,-31,"O",-14.2,"not a member"
"BEN","OGLIVIE",16,1754,5913,784,1615,277,33,235,901,560,669,0.273,0.34,0.45,119,134,139,886,331,111,9,0.978,44,"O",11.1,"not a member"
"RUBE","OLDRING",13,1239,4690,616,1268,205,76,27,471,206,73,0.27,0.307,0.364,103,-4,-1,582,105,57,NA,0.966,-35,"O",-10.1,"not a member"
"CHARLEY","O'LEARY",11,955,3232,317,731,104,18,3,213,164,310,0.226,0.27,0.272,67,-123,-130,275,316,2,NA,0.935,-31,"S",-15.1,"not a member"
"TONY","OLIVA",15,1676,6301,870,1917,329,48,220,947,448,554,0.304,0.356,0.476,130,272,246,1036,330,94,28,0.975,76,"O",26.7,"not a member"
"AL","OLIVER",18,2368,9049,1189,2743,529,77,219,1326,535,623,0.303,0.348,0.451,122,224,237,1348,328,104,6,0.98,-18,"O",10.1,"not a member"
"GENE","OLIVER",10,786,2216,268,546,111,5,93,320,215,387,0.246,0.317,0.427,103,15,6,289,142,56,26,0.985,-19,"C",-1.4,"not a member"
"IVY","OLSON",14,1574,6111,730,1575,191,69,13,446,285,201,0.258,0.295,0.318,74,-203,-216,605,61,73,NA,0.932,-34,"S",-18.6,"not a member"
"TIP","O'NEILL",10,1054,4255,880,1386,222,92,52,435,421,111,0.326,0.392,0.458,142,281,225,869,66,NA,NA,0.917,-38,"O",13.5,"not a member"
"STEVE","O'NEILL",17,1590,4795,448,1259,248,34,13,537,592,351,0.263,0.349,0.337,88,-42,-63,604,184,58,NA,0.972,-9,"C",2.7,"not a member"
"FRANK","O'ROURKE",14,1131,4069,547,1032,196,42,15,430,314,346,0.254,0.315,0.333,68,-185,-191,444,6,98,NA,0.949,17,"3",-12.2,"not a member"
"JIM","O'ROURKE",19,1774,7435,1446,2304,414,132,50,1010,481,319,0.31,0.355,0.42,134,303,300,1214,99,NA,NA,0.898,-80,"O",17.2,"selected by members"
"JORGE","ORTA",16,1755,5829,733,1619,267,63,130,745,500,601,0.278,0.338,0.412,108,65,57,800,322,100,5,0.974,-117,"2",-4.1,"not a member"
"AMOS","OTIS",17,1998,7299,1092,2020,374,66,193,1007,757,8,0.277,0.347,0.425,114,155,140,1114,208,135,63,0.991,94,"O",20.7,"not a member"
"MEL","OTT",22,2730,9456,1859,2876,488,72,511,1860,1708,687,0.304,0.414,0.533,155,767,773,2235,333,NA,NA,0.98,-10,"O",62.4,"Select by writers"
"JIMMY","OUTLAW",10,650,1974,257,529,79,17,6,184,188,153,0.268,0.333,0.334,85,-30,-39,225,142,56,NA,0.972,-19,"O",-8.3,"not a member"
"MICKEY","OWEN",13,1209,3649,338,929,163,21,14,378,326,159,0.255,0.318,0.322,76,-106,-116,371,218,3,NA,0.982,3,"C",-4.6,"not a member"
"TOM","PACIOREK",18,1392,4121,494,1162,232,30,86,503,245,592,0.282,0.328,0.415,102,17,7,548,281,75,27,0.979,-49,"O",-9.7,"not a member"
"ANDY","PAFKO",17,1852,6292,844,1796,264,62,213,976,561,434,0.285,0.351,0.449,118,115,140,992,226,30,NA,0.984,-21,"O",4.2,"not a member"
"JOSE","PAGAN",15,1326,3689,387,922,138,26,52,372,244,459,0.25,0.3,0.344,79,-109,-105,373,258,72,28,0.963,-84,"S",-16,"not a member"
"JIM","PAGLIARONI",11,849,2465,269,622,98,7,90,326,330,446,0.252,0.346,0.407,109,37,35,355,238,110,22,0.991,-36,"C",3.6,"not a member"
"FREDDY","PARENT",12,1327,4984,633,1306,180,74,20,471,333,NA,0.262,0.315,0.34,99,-2,-6,631,91,NA,NA,0.927,9,"S",3.9,"not a member"
"DAVE","PARKER",19,2466,9358,1272,2712,526,75,339,1493,683,126,0.29,0.342,0.471,121,262,241,1452,59,17,16,0.965,66,"O",22,"not a member"
"LARRY","PARRISH",15,1891,6792,850,1789,360,33,256,992,529,93,0.263,0.321,0.439,106,49,44,919,184,73,6,0.941,-62,"3",-6.1,"not a member"
"DODE","PASKERT",15,1716,6017,868,1613,279,77,42,577,715,561,0.268,0.35,0.361,108,88,73,855,180,81,NA,0.969,52,"O",2.8,"not a member"
"FREDDIE","PATEK",14,1650,5530,736,1340,216,55,41,490,523,638,0.242,0.311,0.324,79,-143,-152,592,231,32,57,0.962,-15,"S",6.4,"not a member"
"DON","PAVLETICH",12,536,1373,163,349,73,8,46,193,148,212,0.254,0.33,0.42,103,18,7,190,268,53,32,0.983,-31,"C",-1.7,"not a member"
"ROGER","PECKINPAUGH",17,2012,7233,1006,1876,256,75,48,739,814,532,0.259,0.336,0.335,87,-124,-120,889,116,112,NA,0.949,99,"S",13.8,"not a member"
"HEINIE","PEITZ",16,1234,4121,532,1117,191,66,16,560,409,625,0.271,0.341,0.361,93,-22,-42,567,337,NA,NA,0.963,15,"C",6.3,"not a member"
"JOE","PEPITONE",12,1397,5097,606,1315,158,35,219,721,302,471,0.258,0.303,0.432,105,18,14,629,243,69,28,0.993,-18,"1",-9.9,"not a member"
"TONY","PEREZ",23,2777,9778,1272,2732,505,79,379,1652,925,166,0.279,0.344,0.463,122,292,272,1523,266,70,26,0.992,-54,"1",10.1,"Select by writers"
"MARTY","PEREZ",10,931,3131,313,771,108,22,22,241,245,340,0.246,0.303,0.316,70,-111,-129,291,15,44,28,0.958,-59,"S",-12.3,"not a member"
"CY","PERKINS",17,1171,3604,329,933,175,35,30,409,301,200,0.259,0.319,0.352,75,-124,-133,411,86,71,NA,0.978,63,"C",-1.8,"not a member"
"JOHNNY","PESKY",10,1270,4745,867,1455,226,50,17,404,662,197,0.307,0.394,0.386,106,105,69,777,276,87,7,0.964,43,"S",13.2,"not a member"
"RUSTY","PETERS",10,471,1222,123,289,53,16,8,117,98,181,0.236,0.295,0.326,69,-59,-54,120,335,131,22,0.966,-13,"2",-5.5,"not a member"
"RICO","PETROCELLI",13,1553,5390,653,1352,237,22,210,773,661,701,0.251,0.336,0.42,108,107,61,769,4,57,3,0.969,-18,"S",10.9,"not a member"
"GARY","PETTIS",11,1183,3629,568,855,109,49,21,259,521,712,0.236,0.333,0.31,80,-91,-84,432,216,8,62,0.986,54,"O",-1.6,"not a member"
"FRED","PFEFFER",16,1670,6555,1094,1671,231,119,94,1019,527,450,0.255,0.312,0.369,93,-33,-69,908,229,NA,NA,0.92,266,"2",23,"not a member"
"ED","PHELPS",11,633,1832,186,460,45,20,3,205,163,419,0.251,0.323,0.302,88,-22,-24,199,189,NA,NA,0.968,-68,"C",-4.6,"not a member"
"BABE","PHELPS",11,726,2117,239,657,143,19,54,345,160,130,0.31,0.362,0.472,124,75,68,356,335,2,NA,0.974,-41,"C",6,"not a member"
"KEN","PHELPS",11,761,1854,308,443,64,7,123,313,390,409,0.239,0.377,0.48,132,95,92,369,4,110,2,0.987,-4,"D",7.6,"not a member"
"DAVE","PHILLEY",18,1904,6296,789,1700,276,72,84,729,594,490,0.27,0.335,0.377,91,-87,-84,790,6,103,29,0.981,0,"O",-16.4,"not a member"
"BUBBA","PHILLIPS",10,1062,3278,348,835,135,8,62,356,182,287,0.255,0.3,0.358,79,-104,-99,343,150,14,33,0.96,-16,"3",-11.8,"not a member"
"MIKE","PHILLIPS",11,712,1719,166,412,46,24,11,145,124,210,0.24,0.294,0.314,70,-72,-70,156,24,23,25,0.956,29,"S",-0.8,"not a member"
"BILL","PHILLIPS",10,1038,4255,562,1130,214,98,17,298,178,194,0.266,0.299,0.374,110,45,41,501,234,NA,NA,0.971,1,"1",-5.1,"not a member"
"VAL","PICINICH",18,1037,2877,298,743,166,26,26,298,314,350,0.258,0.334,0.361,86,-65,-58,362,189,131,NA,0.97,11,"C",0.9,"not a member"
"JIM","PIERSALL",17,1734,5890,811,1604,256,52,104,591,524,512,0.272,0.334,0.386,92,-39,-66,756,20,96,32,0.99,76,"O",-6.9,"not a member"
"LOU","PINIELLA",18,1747,5867,651,1705,305,41,102,766,368,483,0.291,0.336,0.409,109,56,60,750,195,79,8,0.981,21,"O",0.9,"not a member"
"GEORGE","PINKNEY",10,1163,4610,874,1212,170,56,21,391,525,92,0.263,0.345,0.338,105,39,45,665,181,NA,NA,0.897,-99,"3",-2.1,"not a member"
"VADA","PINSON",18,2469,9645,1366,2757,485,127,256,1170,574,59,0.286,0.33,0.442,110,155,114,1394,188,26,42,0.981,45,"O",5.2,"not a member"
"WALLY","PIPP",15,1872,6914,974,1941,311,148,90,996,596,490,0.281,0.341,0.408,104,25,19,976,28,101,NA,0.992,9,"1",-6.2,"not a member"
"BILL","PLUMMER",10,367,892,72,168,37,1,14,82,95,173,0.188,0.269,0.279,53,-57,-56,70,238,65,2,0.984,1,"C",-4.9,"not a member"
"BIFF","POCOROBA",10,596,1457,132,374,71,2,21,172,182,35,0.257,0.342,0.351,86,-11,-25,175,293,121,22,0.982,-9,"C",-2.8,"not a member"
"PAUL","POPOVICH",11,682,1732,176,403,42,9,14,134,127,120,0.233,0.288,0.292,62,-79,-89,147,238,4,26,0.982,31,"2",-3.5,"not a member"
"DARRELL","PORTER",17,1782,5539,765,1369,237,48,188,826,905,17,0.247,0.357,0.409,113,120,118,853,234,74,4,0.982,-38,"C",12.6,"not a member"
"WALLY","POST",15,1204,4007,594,1064,194,28,210,699,331,651,0.266,0.325,0.485,109,59,42,620,97,30,NA,0.97,38,"O",2.6,"not a member"
"JAKE","POWELL",11,688,2540,353,689,116,26,22,327,173,198,0.271,0.32,0.363,81,-82,-72,303,301,72,NA,0.975,-9,"O",-10.6,"not a member"
"BOOG","POWELL",17,2042,6681,889,1776,270,11,339,1187,1001,65,0.266,0.364,0.462,134,305,309,1145,108,56,28,0.991,-33,"1",14.7,"not a member"
"VIC","POWER",12,1627,6046,765,1716,290,49,126,658,279,223,0.284,0.317,0.411,97,-46,-41,755,255,72,28,0.994,123,"1",0.1,"not a member"
"MIKE","POWERS",11,647,2088,183,450,72,13,4,199,72,NA,0.216,0.248,0.268,51,-124,-133,161,167,NA,NA,0.965,12,"C",-6.8,"not a member"
"DEL","PRATT",13,1836,6826,856,1996,392,117,43,968,513,332,0.292,0.345,0.403,112,76,91,984,147,12,NA,0.96,91,"2",20.2,"not a member"
"JERRY","PRIDDY",11,1296,4720,612,1252,232,46,61,541,624,550,0.265,0.353,0.373,97,-12,-11,646,252,82,6,0.973,82,"2",12,"not a member"
"GREG","PRYOR",10,789,1883,204,471,85,9,14,146,104,164,0.25,0.293,0.327,70,-78,-78,172,15,23,25,0.952,70,"3",1.4,"not a member"
"TERRY","PUHL",15,1531,4855,676,1361,226,56,62,435,505,455,0.28,0.351,0.388,113,44,80,690,123,140,69,0.993,1,"O",4.5,"not a member"
"BLONDIE","PURCELL",12,1097,4563,767,1217,177,60,13,310,284,145,0.267,0.314,0.34,105,11,34,569,105,NA,NA,0.869,-49,"O",-3.8,"not a member"
"FRANKIE","PYTLAK",12,795,2399,316,677,100,36,7,272,247,715,0.282,0.355,0.363,84,-51,-53,328,284,64,2,0.991,12,"C",-0.2,"not a member"
"JOE","QUINN",17,1768,6879,891,1797,228,70,29,794,364,193,0.261,0.302,0.327,76,-216,-230,799,165,NA,NA,0.946,-91,"2",-24.9,"not a member"
"JAMIE","QUIRK",18,984,2266,193,544,100,7,43,247,177,399,0.24,0.3,0.347,78,-69,-68,234,268,41,29,0.982,27,"C",-2.7,"not a member"
"RIP","RADCLIFF",10,1081,4074,598,1267,205,50,42,533,310,100,0.311,0.362,0.417,96,-5,-24,623,239,66,27,0.967,-62,"O",-12.7,"not a member"
"DAVE","RADER",10,846,2405,254,619,107,12,30,235,245,158,0.257,0.329,0.349,86,-32,-45,272,323,77,32,0.983,-56,"C",-7.9,"not a member"
"DOUG","RADER",11,1465,5186,631,1302,245,39,155,722,528,26,0.251,0.325,0.403,106,11,33,665,223,70,30,0.956,82,"3",9.8,"not a member"
"PAUL","RADFORD",12,1361,4979,945,1206,176,57,13,417,791,343,0.242,0.351,0.308,94,-17,3,689,210,NA,NA,0.901,46,"O",3.1,"not a member"
"RAFAEL","RAMIREZ",13,1539,5494,562,1432,224,31,53,484,264,539,0.261,0.297,0.342,77,-165,-179,536,17,116,4,0.953,-64,"S",-14.2,"not a member"
"LEN","RANDLE",12,1138,3950,488,1016,145,40,27,322,372,454,0.257,0.323,0.335,87,-65,-63,430,61,16,14,0.953,11,"3",-6.3,"not a member"
"WILLIE","RANDOLPH",18,2202,8018,1239,2210,316,65,54,687,1243,575,0.276,0.375,0.351,105,82,103,1138,168,136,48,0.98,0,"2",23,"not a member"
"BILL","RARIDEN",12,982,2877,272,682,105,24,7,272,340,226,0.237,0.32,0.298,81,-61,-64,297,262,2,NA,0.973,11,"C",2.6,"not a member"
"JOHNNY","RAWLINGS",12,1080,3719,409,928,122,28,14,303,257,249,0.25,0.303,0.309,72,-135,-136,375,339,57,NA,0.968,3,"2",-10.1,"not a member"
"JOHNNY","RAY",10,1353,5188,604,1502,294,36,53,594,353,302,0.29,0.336,0.391,101,5,4,662,324,87,26,0.982,20,"2",7,"not a member"
"PEE-WEE","REESE",16,2166,8058,1338,2170,330,80,126,885,1210,685,0.269,0.366,0.377,98,56,19,1191,136,83,NA,0.962,-25,"S",14.6,"selected by members"
"RICH","REESE",10,866,2020,248,512,73,17,52,245,158,245,0.253,0.314,0.384,95,-8,-16,247,64,40,25,0.992,-10,"1",-7.6,"not a member"
"RICK","REICHARDT",11,997,3307,391,864,109,24,116,445,263,573,0.261,0.328,0.414,115,49,55,434,239,79,6,0.982,-2,"O",0,"not a member"
"JOHN","REILLY",10,1142,4684,898,1352,215,139,69,335,157,129,0.289,0.325,0.438,130,165,147,780,146,NA,NA,0.972,-25,"1",2.1,"not a member"
"PETE","REISER",10,861,2662,473,786,155,41,58,368,343,340,0.295,0.38,0.45,127,110,103,483,331,65,NA,0.979,-1,"O",7.2,"not a member"
"KEN","REITZ",11,1344,4777,366,1243,243,12,68,548,184,465,0.26,0.293,0.359,79,-141,-146,461,4,37,26,0.97,-58,"3",-23.4,"not a member"
"JERRY","REMY",10,1154,4455,605,1226,140,38,7,329,356,369,0.275,0.329,0.328,82,-89,-102,492,117,140,52,0.981,-67,"2",-9.8,"not a member"
"MERV","RETTENMUND",13,1023,2555,393,693,114,16,66,329,445,350,0.271,0.383,0.406,124,92,95,425,305,63,59,0.985,-34,"O",3.6,"not a member"
"CARL","REYNOLDS",13,1222,4495,672,1357,247,107,80,699,260,281,0.302,0.346,0.458,107,37,35,713,17,78,NA,0.97,15,"O",-0.6,"not a member"
"CRAIG","REYNOLDS",15,1491,4466,480,1142,143,65,42,377,227,371,0.256,0.293,0.345,80,-148,-126,457,288,69,13,0.966,16,"S",0.4,"not a member"
